web-scraper-order,web-scraper-start-url,veg,veg-href,page,page-href,title,title-href,info
"1520704858-555","http://www.cookbooks.com/","Vegetable","http://www.cookbooks.com/recipes-search.aspx?cid=1004&tag=Vegetable","4","http://www.cookbooks.com/recipes-search.aspx?page=4","54. SQUASH SOUFFLE","http://www.cookbooks.com/Recipe-Details.aspx?id=1144","<p class=""H2""><font size=""5"">SQUASH SOUFFLE</font><br><span class=""H2""><font size=""4""><i></i></font></span><br></p><hr><p class=""H3""><strong></strong></p><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">ingredients</span><br><p class=""H1"">2  c. cooked squash puree<br>1/2  tsp. salt<br>1/4  tsp. cinnamon<br>  dash of nutmeg<br>4  eggs<br></p></td></tr></tbody></table><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">preparation</span><br><p class=""H1"">      Cook squash.  Add salt, cinnamon and a dash of nutmeg.  Beat egg yolks.  Fold into squash.  Beat whites until stiff.  Fold into the mixture.  Bake in pan placed in a pan of hot water 1-inch deep in water.  Cook about 30 minutes.</p><p class=""H1"">      Makes 1 bread exchange, 1 vegetable, 1 meat.  Contains 135 calories.</p></td></tr></tbody></table>"
"1520704826-542","http://www.cookbooks.com/","Vegetable","http://www.cookbooks.com/recipes-search.aspx?cid=1004&tag=Vegetable","5","http://www.cookbooks.com/recipes-search.aspx?page=5","67. SPICED SWEET POTATOES","http://www.cookbooks.com/Recipe-Details.aspx?id=1158","<p class=""H2""><font size=""5"">SPICED SWEET POTATOES</font><br><span class=""H2""><font size=""4""><i></i></font></span><br></p><hr><p class=""H3""><strong></strong></p><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">ingredients</span><br><p class=""H1"">2  c. sliced sweet potatoes<br>  brown sugar substitute to equal 3 Tbsp. brown sugar<br>1/4  tsp. salt<br>1/4  tsp. cinnamon<br>1/4  tsp. nutmeg<br>3  Tbsp. reduced calorie margarine<br></p></td></tr></tbody></table><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">preparation</span><br><p class=""H1"">      Arrange sweet potatoes in nonstick casserole.  Combine sugar substitute, salt, cinnamon, and nutmeg; sprinkle over sweet potatoes.  Dot with margarine.  Bake at 350° for 10 to 15 minutes and serve.</p></td></tr></tbody></table>"
"1520704408-372","http://www.cookbooks.com/","Vegetable","http://www.cookbooks.com/recipes-search.aspx?cid=1004&tag=Vegetable","16","http://www.cookbooks.com/recipes-search.aspx?page=16","238. STUFFED MUSHROOMS","http://www.cookbooks.com/Recipe-Details.aspx?id=3207","<p class=""H2""><font size=""5"">STUFFED MUSHROOMS</font><br><span class=""H2""><font size=""4""><i></i></font></span><br></p><hr><p class=""H3""><strong></strong></p><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">ingredients</span><br><p class=""H1"">1  lb. fresh mushrooms<br>1  lb. of pork sausage (bulk)<br>1  egg<br>1/2  c. - 3/4 c. flavored bread crumbs<br>2  Tbsp. grated cheese<br>2  Tbsp. chopped parsley<br></p></td></tr></tbody></table><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">preparation</span><br><p class=""H1"">      Clean mushrooms, break off stems.  Mix together in a bowl the remaining ingredients.  Stuff mushrooms caps with the mixture. Drizzle over them lightly.  Bake at 375° for 25-30 minutes.</p></td></tr></tbody></table>"
"1520704926-585","http://www.cookbooks.com/","Vegetable","http://www.cookbooks.com/recipes-search.aspx?cid=1004&tag=Vegetable","2","http://www.cookbooks.com/recipes-search.aspx?page=2","24. OVEN-FRIED POTATOES","http://www.cookbooks.com/Recipe-Details.aspx?id=617","<p class=""H2""><font size=""5"">OVEN-FRIED POTATOES</font><br><span class=""H2""><font size=""4""><i></i></font></span><br></p><hr><p class=""H3""><strong></strong></p><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">ingredients</span><br><p class=""H1"">1  egg, lightly beaten<br>1  tsp. Dijon mustard<br>1/4  tsp. paprika<br>  salt and freshly ground pepper to taste<br>4  medium potatoes, scrubbed, unpeeled and cut into 1-inch thick steak fries<br></p></td></tr></tbody></table><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">preparation</span><br><p class=""H1"">      Preheat a broiler.  Cover a broiling pan with aluminum foil. In a bowl, combine the egg with the seasonings and stir to combine. Dip the potato pieces into the egg mixture and place on the prepared pan.  Broil 4 to 6 inches from direct heat for 8 to 10 minutes per side or until crispy on the outside and cooked through on the inside.  Serve hot.  Serves 4.</p></td></tr></tbody></table>"
"1520704922-583","http://www.cookbooks.com/","Vegetable","http://www.cookbooks.com/recipes-search.aspx?cid=1004&tag=Vegetable","2","http://www.cookbooks.com/recipes-search.aspx?page=2","26. GOLDEN CROWNED CAULIFLOWER","http://www.cookbooks.com/Recipe-Details.aspx?id=619","<p class=""H2""><font size=""5"">GOLDEN CROWNED CAULIFLOWER</font><br><span class=""H2""><font size=""4""><i></i></font></span><br></p><hr><p class=""H3""><strong></strong></p><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">ingredients</span><br><p class=""H1"">1  medium cauliflower<br>1  c. low calorie mayonnaise<br>1  tsp. prepared mustard<br>1  c. low calorie grated cheese<br></p></td></tr></tbody></table><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">preparation</span><br><p class=""H1"">      Steam cauliflower in a small amount of water until tender-crisp.  Combine mayonnaise and mustard.  Spread over drained cauliflower which has been placed in glass baking dish.  Sprinkle grated cheese on top.  Bake at 350° for 10 minutes or until cheese melts and topping ""puffs"" slightly.  Yields 6 servings; contains 100 calories per serving.</p></td></tr></tbody></table>"
"1520704547-418","http://www.cookbooks.com/","Vegetable","http://www.cookbooks.com/recipes-search.aspx?cid=1004&tag=Vegetable","13","http://www.cookbooks.com/recipes-search.aspx?page=13","191. ZUCCHINI AND TOMATO","http://www.cookbooks.com/Recipe-Details.aspx?id=2576","<p class=""H2""><font size=""5"">ZUCCHINI AND TOMATO</font><br><span class=""H2""><font size=""4""><i></i></font></span><br></p><hr><p class=""H3""><strong></strong></p><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">ingredients</span><br><p class=""H1"">2  Tbsp. butter<br>1/2  c. chopped green pepper<br>1/4  c. chopped onion<br>2  c. sliced zucchini, 1/2-inch thick (about 3 small)<br>1/2  c. soft bread crumbs<br>1/4  c. grated Parmesan cheese<br>1  tsp. salt<br>  dash of pepper<br>2  c. tomato wedges<br>1/2  c. shredded Cheddar cheese<br></p></td></tr></tbody></table><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">preparation</span><br><p class=""H1"">      Melt butter and sauté green peppers and onions.  Add zucchini, bread crumbs, Parmesan cheese, salt and pepper.  Turn into 1 1/2 quart covered casserole.  Bake at 375° for 20 minutes.  Add tomatoes and bake 10 minutes more.  Melt Cheddar cheese on top and serve.</p></td></tr></tbody></table>"
"1520704650-464","http://www.cookbooks.com/","Vegetable","http://www.cookbooks.com/recipes-search.aspx?cid=1004&tag=Vegetable","10","http://www.cookbooks.com/recipes-search.aspx?page=10","145. SPANISH BEANS","http://www.cookbooks.com/Recipe-Details.aspx?id=1959","<p class=""H2""><font size=""5"">SPANISH BEANS</font><br><span class=""H2""><font size=""4""><i></i></font></span><br></p><hr><p class=""H3""><strong></strong></p><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">ingredients</span><br><p class=""H1"">1  lb. ground chuck<br>1  medium onion, chopped<br>1  stalk celery, chopped<br>1/2  bell pepper<br>1  can tomatoes<br>2  Tbsp. flour<br>1  can red kidney beans, drained<br></p></td></tr></tbody></table><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">preparation</span><br><p class=""H1"">      Brown about a pound of ground chuck in small amount of oil. When meat is browned, add onion.  Let this cook for several minutes.  Next, add celery and bell pepper, then a can of tomatoes. Season with salt and pepper to taste.  Let these ingredients cook slowly for about 5 minutes.  At this point, if mixture is too juicy, it may be thickened by adding about a tablespoon of flour to make a smooth paste.  Add red kidney beans.  Simmer for 30 minutes.</p></td></tr></tbody></table>"
"1520704385-362","http://www.cookbooks.com/","Vegetable","http://www.cookbooks.com/recipes-search.aspx?cid=1004&tag=Vegetable","17","http://www.cookbooks.com/recipes-search.aspx?page=17","248. PICKLED BEETS","http://www.cookbooks.com/Recipe-Details.aspx?id=3557","<p class=""H2""><font size=""5"">PICKLED BEETS</font><br><span class=""H2""><font size=""4""><i></i></font></span><br></p><hr><p class=""H3""><strong></strong></p><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">ingredients</span><br><p class=""H1"">2 (15 oz.)  cans sliced beets<br>1/4  tsp. salt<br>1 1/3  Tbsp. sugar<br>  pickling spice<br>3  cloves<br>3/4  c. vinegar<br>  Water<br></p></td></tr></tbody></table><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">preparation</span><br><p class=""H1"">	Drain beets and reserve beet liquid. Combine beet liquid and enough water to make 2 cups. Add salt, sugar, and vinegar to the liquid.  Stir.  Place mixture in a pan over low heat. Bring to a boil. Turn off stove; add cloves and pickling spice. Pour hot mixture over the sliced beets.  Let cool then cover and chill. Beets will keep several days in the refrigerator.  They are an excellent side for cabbage, green beans, and other country style cooked vegetables.</p></td></tr></tbody></table>"
"1520704370-355","http://www.cookbooks.com/","Vegetable","http://www.cookbooks.com/recipes-search.aspx?cid=1004&tag=Vegetable","17","http://www.cookbooks.com/recipes-search.aspx?page=17","255. SPINACH QUICHE","http://www.cookbooks.com/Recipe-Details.aspx?id=3986","<p class=""H2""><font size=""5"">SPINACH QUICHE</font><br><span class=""H2""><font size=""4""><i></i></font></span><br></p><hr><p class=""H3""><strong></strong></p><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">ingredients</span><br><p class=""H1"">1 (15 oz.)  pkg. refrigerated pie crusts<br>2  Tbsp. margarine, melted<br>1  small onion or 2 green onions, chopped<br>1 (10 oz.)  pkg. frozen chopped spinach, thawed and well drained<br>1  Tbsp. worcestershire sauce<br>1  tsp. salt<br>1/2  tsp. pepper<br>3  large eggs<br>1  c. shredded Swiss cheese<br></p></td></tr></tbody></table><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">preparation</span><br><p class=""H1"">      Roll each pie crust into a 12 inch square; cut each square into 24 pieces.  Shape into balls and press in miniature muffin pans, that have been sprayed with cooking spray.  Cook margarine and onion over medium heat; add spinach and cook 2 minutes.  Stir in worcestershire sauce, salt and pepper; remove from heat.  Whisk eggs and milk until blended; add cheese.  Add egg mixture to spinach; spoon into individual pie crusts.  Bake at 350° for 30 to 35 minutes.</p></td></tr></tbody></table>"
"1520704574-430","http://www.cookbooks.com/","Vegetable","http://www.cookbooks.com/recipes-search.aspx?cid=1004&tag=Vegetable","12","http://www.cookbooks.com/recipes-search.aspx?page=12","179. EGGPLANT FRITTERS","http://www.cookbooks.com/Recipe-Details.aspx?id=2337","<p class=""H2""><font size=""5"">EGGPLANT FRITTERS</font><br><span class=""H2""><font size=""4""><i></i></font></span><br></p><hr><p class=""H3""><strong></strong></p><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">ingredients</span><br><p class=""H1"">1  medium eggplant<br>1/2  c. flour (self-rising)<br>1  egg<br>1  medium onion, chopped<br>  salt<br>  vegetable oil<br></p></td></tr></tbody></table><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">preparation</span><br><p class=""H1"">      Peel eggplant and cube; cook eggplant and onion in boiling salted water until tender.  Drain and mash.  Beat egg; blend in flour, eggplant and salt.  Drop by teaspoon in hot oil, turning to brown.</p></td></tr></tbody></table>"
"1520704714-492","http://www.cookbooks.com/","Vegetable","http://www.cookbooks.com/recipes-search.aspx?cid=1004&tag=Vegetable","8","http://www.cookbooks.com/recipes-search.aspx?page=8","117. GRILLED SUMMER VEGETABLES","http://www.cookbooks.com/Recipe-Details.aspx?id=1499","<p class=""H2""><font size=""5"">GRILLED SUMMER VEGETABLES</font><br><span class=""H2""><font size=""4""><i></i></font></span><br></p><hr><p class=""H3""><strong></strong></p><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">ingredients</span><br><p class=""H1"">4  medium size new potatoes, cut in 1/4-inch slices<br>2  medium zucchini, cut into 1/4-inch pieces<br>1  medium yellow squash, cut into 1/4-inch slices<br>1  medium onion, thinly sliced<br>1  medium yellow pepper, seeded and cut into thin strips<br>1/2  tsp. dried whole basil or 2 tsp. chopped fresh basil<br>1/2  tsp. freshly ground pepper<br></p></td></tr></tbody></table><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">preparation</span><br><p class=""H1"">      Cook potatoes in boiling water to cover 5 minutes or just until tender; drain.  Arrange equal amounts of potato, zucchini, squash, yellow peppers and onion on 4 squares of aluminum foil.  Sprinkle with equal amounts of basil and pepper.  Fold foil over vegetables, sealing securely.  Grill over medium coals 15 minutes, turning once.  Serves 4.</p></td></tr></tbody></table>"
"1520704698-485","http://www.cookbooks.com/","Vegetable","http://www.cookbooks.com/recipes-search.aspx?cid=1004&tag=Vegetable","9","http://www.cookbooks.com/recipes-search.aspx?page=9","124. COCONUT RICE","http://www.cookbooks.com/Recipe-Details.aspx?id=1620","<p class=""H2""><font size=""5"">COCONUT RICE</font><br><span class=""H2""><font size=""4""><i></i></font></span><br></p><hr><p class=""H3""><strong></strong></p><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">ingredients</span><br><p class=""H1"">2  c. rice<br>  coconut<br>4  c. water<br>1  c. raisins<br>1  c. brown sugar<br>1  tsp. salt<br></p></td></tr></tbody></table><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">preparation</span><br><p class=""H1"">      Blend the coconut with its own milk and drain the liquid into a pan.  Boil coconut milk to get the coconut oil.  Reserve oil.  Add the milk to the coconut and drain again.  Put this milk in the pan with the coconut oil.  Add rice, brown sugar, salt and raisins. Bring to a boil.  Cover and reduce heat to very low.  Simmer for about 20 minutes or until the liquid has been absorbed.</p></td></tr></tbody></table>"
"1520704324-335","http://www.cookbooks.com/","Vegetable","http://www.cookbooks.com/recipes-search.aspx?cid=1004&tag=Vegetable","19","http://www.cookbooks.com/recipes-search.aspx?page=19","275. BROCCOLI SALAD","http://www.cookbooks.com/Recipe-Details.aspx?id=4568","<p class=""H2""><font size=""5"">BROCCOLI SALAD</font><br><span class=""H2""><font size=""4""><i></i></font></span><br></p><hr><p class=""H3""><strong></strong></p><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">ingredients</span><br><p class=""H1"">3  crowns broccoli, cut in small pieces<br>1/2 to 3/4  c. raisins<br>1/2  c. pecans (or more)<br>1  c. shredded Mozzarella cheese<br>  purple onion, chopped<br>1  c. Kraft Real Mayo<br>1 1/2  Tbsp. white vinegar<br>1/4  c. sugar (or more)<br></p></td></tr></tbody></table><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">preparation</span><br><p class=""H1"">      In small bowl, mix mayonnaise, vinegar, and sugar; set aside. Combine broccoli, raisins, pecans, cheese, and a small amount of purple onion; add mayo mixture and mix well. Serve and enjoy!</p></td></tr></tbody></table>"
"1520704375-357","http://www.cookbooks.com/","Vegetable","http://www.cookbooks.com/recipes-search.aspx?cid=1004&tag=Vegetable","17","http://www.cookbooks.com/recipes-search.aspx?page=17","253. PICKLED BEETS","http://www.cookbooks.com/Recipe-Details.aspx?id=3804","<p class=""H2""><font size=""5"">PICKLED BEETS</font><br><span class=""H2""><font size=""4""><i></i></font></span><br></p><hr><p class=""H3""><strong></strong></p><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">ingredients</span><br><p class=""H1"">2  c. sugar<br>2  c. water<br>2  c. vinegar<br>1  lemon, sliced thin<br>1  Tbsp. cinnamon<br>1  tsp. cloves<br>1  tsp. allspice<br></p></td></tr></tbody></table><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">preparation</span><br><p class=""H1"">      Cook small beets until tender. Cool in cold water. Slip off skins. Make syrup. Cover beets and simmer 15 minutes. Seal in hot jars.</p></td></tr></tbody></table>"
"1520704600-442","http://www.cookbooks.com/","Vegetable","http://www.cookbooks.com/recipes-search.aspx?cid=1004&tag=Vegetable","12","http://www.cookbooks.com/recipes-search.aspx?page=12","167. FRIED OKRA","http://www.cookbooks.com/Recipe-Details.aspx?id=2322","<p class=""H2""><font size=""5"">FRIED OKRA</font><br><span class=""H2""><font size=""4""><i>(Yellow Straight or Crookneck or Zucchini)  </i></font></span><br></p><hr><p class=""H3""><strong>Fried Green Tomatoes:</strong></p><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">preparation</span><br><p class=""H1"">      Follow the recipe for Fried Okra.  Use medium sized, firm green tomatoes.  Don't salt until almost done.  Salt pulls moisture out of vegetables and makes too much liquid in the pan when frying. Try frying some tomatoes that have started to ""turn"" in with the green ones.  Red ones change the flavor somewhat.  I've had several people try my fried green tomatoes that were skeptical.  They changed their minds right quick!</p></td></tr></tbody></table><p class=""H3""><strong>Fried Summer Squash:</strong></p><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">preparation</span><br><p class=""H1"">      Cook squash like you would okra (see recipe).  Pick small squash if possible.  If larger, you may want to scrape out the seeds.  Mama sometimes added a cup of sliced onion to squash when she fried it.  Like okra, home fried squash doesn't come out in solid slices all coated nicely.  They kind of merge and blend.  So, be careful how you stir it that you don't break it up too much.</p></td></tr></tbody></table>"
"1520704576-431","http://www.cookbooks.com/","Vegetable","http://www.cookbooks.com/recipes-search.aspx?cid=1004&tag=Vegetable","12","http://www.cookbooks.com/recipes-search.aspx?page=12","178. EGGPLANT AMERICAN CASSEROLE","http://www.cookbooks.com/Recipe-Details.aspx?id=2336","<p class=""H2""><font size=""5"">EGGPLANT AMERICAN CASSEROLE</font><br><span class=""H2""><font size=""4""><i></i></font></span><br></p><hr><p class=""H3""><strong></strong></p><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">ingredients</span><br><p class=""H1"">1  big eggplant<br>1/2  lb. American cheese, slice the chunk in rather thin slices<br>1 medium (1 lb. 10 oz.)  jar chunky garden-style Ragu sauce<br>1  container seasoned bread crumbs<br>4  eggs<br>  cooking oil<br></p></td></tr></tbody></table><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">preparation</span><br><p class=""H1"">      Peel eggplant, slice it, dip it in the mixed egg, then in the bread crumbs.  Fry them.  Let it drip on paper towel.</p><p class=""H1"">      On a 9 x 11-inch baking dish, place fried eggplants.  Cover with slices of cheese, then cover with Ragu sauce.  Bake for 30 to 40 minutes, until cheese melts and bubbles, at 350°.</p><p class=""H1"">      Layer:  One layer of eggplant, one layer of cheese and one layer of Ragu.  Repeat until dish is full.</p></td></tr></tbody></table>"
"1520704524-408","http://www.cookbooks.com/","Vegetable","http://www.cookbooks.com/recipes-search.aspx?cid=1004&tag=Vegetable","14","http://www.cookbooks.com/recipes-search.aspx?page=14","201. CROCK-POT CABBAGE ROLLS","http://www.cookbooks.com/Recipe-Details.aspx?id=2586","<p class=""H2""><font size=""5"">CROCK-POT CABBAGE ROLLS</font><br><span class=""H2""><font size=""4""><i></i></font></span><br></p><hr><p class=""H3""><strong></strong></p><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">ingredients</span><br><p class=""H1"">12  large cabbage leaves<br>1  beaten egg<br>1/4  c. milk<br>1/4  c. finely chopped onion<br>1  tsp. salt<br>1/4  tsp. pepper<br>1  lb. lean ground beef<br>1  c. cooked rice<br>1 (8 oz.)  can tomato sauce<br>1  Tbsp. brown sugar<br>1  Tbsp. lemon juice<br>1  tsp. Worcestershire sauce<br></p></td></tr></tbody></table><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">preparation</span><br><p class=""H1"">      Immerse cabbage leaves in large kettle of boiling water for about 3 minutes or until limp; drain.  Combine egg, milk, onion, salt, pepper, beef and cooked rice.  Place about 1/4 cup meat mixture in center of each leaf; fold in sides and roll ends over meat.  Place in crock-pot.  Combine tomato sauce with brown sugar, lemon juice and Worcestershire sauce.  Pour over cabbage rolls. Cover and cook on low 7 to 9 hours.  Makes 6 servings.</p></td></tr></tbody></table>"
"1520704802-532","http://www.cookbooks.com/","Vegetable","http://www.cookbooks.com/recipes-search.aspx?cid=1004&tag=Vegetable","6","http://www.cookbooks.com/recipes-search.aspx?page=6","77. BROILED EGGPLANT WITH SALSA","http://www.cookbooks.com/Recipe-Details.aspx?id=1325","<p class=""H2""><font size=""5"">BROILED EGGPLANT WITH SALSA</font><br><span class=""H2""><font size=""4""><i></i></font></span><br></p><hr><p class=""H3""><strong></strong></p><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">ingredients</span><br><p class=""H1"">2  to 3 medium eggplants, washed, peeled and sliced lengthwise<br>2 to 3  cloves garlic<br>1/4  c. olive oil<br>8  oz. Organic salsa<br>1/2 to 1  lb. soy Mozzarella cheese (Soya Kaas)<br></p></td></tr></tbody></table><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">preparation</span><br><p class=""H1"">      Baste sliced eggplants with olive oil on both sides and place on ungreased baking sheet.  Bake or broil 2 to 3 minutes on both sides, until supple (do not burn).  Chop soy Mozzarella cheese and garlic cloves.  Combine with the organic salsa.  Spoon 1 to 2 teaspoons of salsa, soy cheese, garlic mixture into sliced, boiled eggplant.  Roll up into round shape and place in ungreased baking dish.  Add remaining salsa on top.  Bake 10 to 15 minutes, until bubbly.</p></td></tr></tbody></table>"
"1520704735-502","http://www.cookbooks.com/","Vegetable","http://www.cookbooks.com/recipes-search.aspx?cid=1004&tag=Vegetable","8","http://www.cookbooks.com/recipes-search.aspx?page=8","107. COTTAGE FRIES","http://www.cookbooks.com/Recipe-Details.aspx?id=1489","<p class=""H2""><font size=""5"">COTTAGE FRIES</font><br><span class=""H2""><font size=""4""><i></i></font></span><br></p><hr><p class=""H3""><strong></strong></p><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">ingredients</span><br><p class=""H1"">6  to 8 white potatoes<br>1/4  c. butter<br>1  bunch small onions<br>2  tsp. garlic salt<br>1  tsp. pepper<br>6  slices Velveeta cheese<br></p></td></tr></tbody></table><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">preparation</span><br><p class=""H1"">      Bake on grill or in oven.  Use 3 layers of aluminum foil to seal around potatoes.  Cut potatoes like cottage fries and mix with butter, onions and seasonings.  Cook until tender, approximately 30 minutes in sealed layers of foil.  After cooked, open layers of foil and cover with cheese.  Serve from foil container.</p></td></tr></tbody></table>"
"1520704831-544","http://www.cookbooks.com/","Vegetable","http://www.cookbooks.com/recipes-search.aspx?cid=1004&tag=Vegetable","5","http://www.cookbooks.com/recipes-search.aspx?page=5","65. GREEN BEANS WITH SUNFLOWER SEEDS","http://www.cookbooks.com/Recipe-Details.aspx?id=1156","<p class=""H2""><font size=""5"">GREEN BEANS WITH SUNFLOWER SEEDS</font><br><span class=""H2""><font size=""4""><i></i></font></span><br></p><hr><p class=""H3""><strong></strong></p><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">ingredients</span><br><p class=""H1"">1  lb. fresh green beans<br>1/2  c. chopped onions<br>1  tsp. minced garlic<br>1/8  tsp. salt<br>1/8  tsp. pepper<br>  shake of red pepper, crushed (optional)<br>1/3  c. water<br>3  Tbsp. sunflower seeds<br>1/4  tsp. oregano<br></p></td></tr></tbody></table><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">preparation</span><br><p class=""H1"">      Snap ends off beans and break into 1/2-inch lengths.  If very young, leave whole.  Wash and place in pan.  Sprinkle onion, garlic, salt and pepper over beans.  Add water.  Cover tightly and cook on high until steaming; reduce heat and cook about 20 minutes until beans are crisp-tender.  Pour off excess liquid.  Sprinkle sunflower seeds and oregano over beans.  Mix lightly.</p></td></tr></tbody></table>"
"1520704590-437","http://www.cookbooks.com/","Vegetable","http://www.cookbooks.com/recipes-search.aspx?cid=1004&tag=Vegetable","12","http://www.cookbooks.com/recipes-search.aspx?page=12","172. PATIO BEANS","http://www.cookbooks.com/Recipe-Details.aspx?id=2330","<p class=""H2""><font size=""5"">PATIO BEANS</font><br><span class=""H2""><font size=""4""><i></i></font></span><br></p><hr><p class=""H3""><strong></strong></p><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">ingredients</span><br><p class=""H1"">6  slices bacon, cooked and crumbled<br>1  medium onion, chopped and sautéed in bacon drippings<br>1 (16 oz.)  can baked beans<br>1 (15 oz.)  can kidney beans<br>1 (15 oz.)  can lima beans<br>4  oz. sharp Cheddar cheese, cubed<br>1/2  c. brown sugar<br>1/2  c. ketchup<br></p></td></tr></tbody></table><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">preparation</span><br><p class=""H1"">      In a 9 x 13 baking dish, combine beans, bacon, onion, cheese, brown sugar and ketchup.  Bake at 375° for 20 to 25 minutes, until mixture bubbles.</p></td></tr></tbody></table>"
"1520704483-389","http://www.cookbooks.com/","Vegetable","http://www.cookbooks.com/recipes-search.aspx?cid=1004&tag=Vegetable","15","http://www.cookbooks.com/recipes-search.aspx?page=15","220. HOPPIN' JOHN","http://www.cookbooks.com/Recipe-Details.aspx?id=2679","<p class=""H2""><font size=""5"">HOPPIN' JOHN</font><br><span class=""H2""><font size=""4""><i></i></font></span><br></p><hr><p class=""H3""><strong></strong></p><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">ingredients</span><br><p class=""H1"">2  cans black-eyed peas, heated<br>1  c. chopped ham<br>1  c. finely chopped onion<br>1/2  tsp. hot pepper sauce<br>2  Tbsp. oil<br>3  c. cooked rice<br></p></td></tr></tbody></table><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">preparation</span><br><p class=""H1"">      Sauté ham, onions and hot pepper sauce in oil over moderate heat for 3 to 5 minutes, stirring frequently until the onions are soft but not yet browned.  Combine black-eyed peas, ham mixture and rice; then heat.  Garnish with thin slices of ham and mustard greens.  Serves 8.</p></td></tr></tbody></table>"
